lat,lon,year,month,recorded_by,institution,basis,occurrence_id
36.342867,-120.662195,2025,3,max_forster,iNaturalist,HUMAN_OBSERVATION,5108317065
37.921371,-122.707207,2025,3,Lewis Randall,iNaturalist,HUMAN_OBSERVATION,5108338965
38.889275,-123.386716,2025,3,A Humble Thing,iNaturalist,HUMAN_OBSERVATION,5108383236
41.381246,-124.081008,2025,3,izzy,iNaturalist,HUMAN_OBSERVATION,5108411174
41.252979,-124.144992,2025,3,izzy,iNaturalist,HUMAN_OBSERVATION,5108430219
41.373694,-124.129296,2025,3,izzy,iNaturalist,HUMAN_OBSERVATION,5108441209
40.654796,-122.60108,2025,3,acornynaturalist,iNaturalist,HUMAN_OBSERVATION,5108460376
37.998884,-122.755005,2025,3,michael_c_mahoney,iNaturalist,HUMAN_OBSERVATION,5108465361
40.864658,-123.86458,2025,3,wildlifeeve,iNaturalist,HUMAN_OBSERVATION,5108521558
38.627139,-122.489247,2025,3,wonton_soup,iNaturalist,HUMAN_OBSERVATION,5108548057
38.60029,-122.432704,2025,3,wonton_soup,iNaturalist,HUMAN_OBSERVATION,5134253033
38.73811,-122.490105,2025,3,wonton_soup,iNaturalist,HUMAN_OBSERVATION,5134325019
36.299891,-120.636242,2025,3,Aaron Echols,iNaturalist,HUMAN_OBSERVATION,5134351900
40.943328,-123.804266,2025,3,Jonny Sperling,iNaturalist,HUMAN_OBSERVATION,5134796946
40.827444,-123.847322,2025,3,Jonny Sperling,iNaturalist,HUMAN_OBSERVATION,5134900237
41.149382,-122.700088,2025,3,apebrains,iNaturalist,HUMAN_OBSERVATION,5153247709
38.558925,-122.770444,2025,3,Andrew Ford,iNaturalist,HUMAN_OBSERVATION,5154840481
41.666896,-124.063964,2025,3,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5840085572
41.221711,-124.04876,2025,3,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5844196035
40.270457,-124.219555,2025,3,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5844635224
40.945461,-122.241574,2025,3,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5868098674
40.821107,-122.001971,2025,3,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5868348565
40.118467,-123.603935,2025,3,jazzyandrea,iNaturalist,HUMAN_OBSERVATION,5892846030
37.085906,-121.749816,2025,4,James Maughn,iNaturalist,HUMAN_OBSERVATION,5133097815
37.133462,-121.691384,2025,4,James Maughn,iNaturalist,HUMAN_OBSERVATION,5133145953
40.414678,-122.597283,2025,4,Steven Clinton,iNaturalist,HUMAN_OBSERVATION,5133246528
37.132379,-121.799227,2025,4,eeya,iNaturalist,HUMAN_OBSERVATION,5133322580
37.438316,-121.983117,2025,4,mirandammh,iNaturalist,HUMAN_OBSERVATION,5133413092
38.364533,-122.423636,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5133413813
37.808633,-122.64838,2025,4,Harrison Reber,iNaturalist,HUMAN_OBSERVATION,5133432210
39.973368,-121.527654,2025,4,Jon Aull,iNaturalist,HUMAN_OBSERVATION,5133690974
41.359042,-124.005738,2025,4,scottbaz,iNaturalist,HUMAN_OBSERVATION,5133722693
39.794599,-121.749606,2025,4,Jon Aull,iNaturalist,HUMAN_OBSERVATION,5133828550
40.373912,-124.182097,2025,4,cloudya,iNaturalist,HUMAN_OBSERVATION,5133874163
37.423911,-121.839149,2025,4,Ronald Carlos Garay,iNaturalist,HUMAN_OBSERVATION,5133953342
37.029011,-121.671028,2025,4,eeya,iNaturalist,HUMAN_OBSERVATION,5134094898
38.259056,-122.494301,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5134131307
38.257506,-122.570387,2025,4,kellyalycemcdonald,iNaturalist,HUMAN_OBSERVATION,5134217840
38.382914,-122.586416,2025,4,rwilming,iNaturalist,HUMAN_OBSERVATION,5134249410
37.970549,-122.70331,2025,4,Jen Clark,iNaturalist,HUMAN_OBSERVATION,5134334342
40.838586,-123.996765,2025,4,blueelite,iNaturalist,HUMAN_OBSERVATION,5134341904
41.32163,-124.085038,2025,4,max_forster,iNaturalist,HUMAN_OBSERVATION,5134343623
38.496758,-123.195782,2025,4,Aidan Kelly,iNaturalist,HUMAN_OBSERVATION,5134405333
37.823909,-122.705525,2025,4,rsteinbach,iNaturalist,HUMAN_OBSERVATION,5134471823
38.351868,-122.560252,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5134505441
40.408329,-123.887299,2025,4,danielmhsu,iNaturalist,HUMAN_OBSERVATION,5134567383
39.08085,-120.858024,2025,4,Hayden Columbine,iNaturalist,HUMAN_OBSERVATION,5134631895
38.431685,-120.796841,2025,4,elenakoroleva,iNaturalist,HUMAN_OBSERVATION,5134631998
37.588729,-121.554176,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5134643097
39.01114,-120.886348,2025,4,Hayden Columbine,iNaturalist,HUMAN_OBSERVATION,5134651048
38.562067,-122.565442,2025,4,Elliott Smeds,iNaturalist,HUMAN_OBSERVATION,5134711120
37.498407,-121.4304,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5134715900
37.554286,-121.460358,2025,4,beccccs,iNaturalist,HUMAN_OBSERVATION,5134866203
38.889912,-122.844805,2025,4,Floyd E. Hayes,iNaturalist,HUMAN_OBSERVATION,5134907655
38.945394,-122.830225,2025,4,Floyd E. Hayes,iNaturalist,HUMAN_OBSERVATION,5140013264
37.573732,-121.918481,2025,4,jacobnguyen,iNaturalist,HUMAN_OBSERVATION,5140049493
40.908546,-123.848803,2025,4,danielmhsu,iNaturalist,HUMAN_OBSERVATION,5140126659
40.865371,-123.850015,2025,4,Isabel,iNaturalist,HUMAN_OBSERVATION,5140153348
40.830803,-123.887821,2025,4,natemsimpson,iNaturalist,HUMAN_OBSERVATION,5140265071
37.437111,-121.885472,2025,4,Brynne Stevens,iNaturalist,HUMAN_OBSERVATION,5140290691
39.026805,-120.834539,2025,4,bunsenburnout,iNaturalist,HUMAN_OBSERVATION,5140432825
39.035401,-120.875983,2025,4,bunsenburnout,iNaturalist,HUMAN_OBSERVATION,5140433745
37.951896,-122.786991,2025,4,marialdridge,iNaturalist,HUMAN_OBSERVATION,5140560081
38.489227,-122.241052,2025,4,hoppdwear,iNaturalist,HUMAN_OBSERVATION,5153009035
38.339196,-122.409114,2025,4,Phillip Samples,iNaturalist,HUMAN_OBSERVATION,5153137458
40.215245,-124.161802,2025,4,bootsandcats3,iNaturalist,HUMAN_OBSERVATION,5153453839
40.919022,-123.951382,2025,4,elisacano,iNaturalist,HUMAN_OBSERVATION,5154436159
40.839473,-123.831388,2025,4,ryank94,iNaturalist,HUMAN_OBSERVATION,5154896163
38.35876,-122.41862,2025,4,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,5216750021
40.219027,-124.182981,2025,4,calfirecap,iNaturalist,HUMAN_OBSERVATION,5760595214
37.550267,-121.924026,2025,4,Guillermo Roque,iNaturalist,HUMAN_OBSERVATION,5827453274
39.990188,-122.672906,2025,4,laurazg1,iNaturalist,HUMAN_OBSERVATION,6130437396
37.157501,-121.889132,2025,5,Jen,iNaturalist,HUMAN_OBSERVATION,5153182706
38.700781,-123.03216,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5153208416
37.159083,-121.963298,2025,5,Jen,iNaturalist,HUMAN_OBSERVATION,5153243109
38.640144,-123.042618,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5153329381
40.38663,-124.106961,2025,5,Aleister Paige,iNaturalist,HUMAN_OBSERVATION,5153432599
38.71423,-123.382578,2025,5,rsuding,iNaturalist,HUMAN_OBSERVATION,5153434439
39.122086,-120.978934,2025,5,Asia,iNaturalist,HUMAN_OBSERVATION,5153456482
38.837147,-123.38585,2025,5,Mookie,iNaturalist,HUMAN_OBSERVATION,5153556888
38.685469,-123.00874,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5153585074
37.929496,-122.64175,2025,5,Rick Wachs,iNaturalist,HUMAN_OBSERVATION,5153637701
39.260955,-120.744469,2025,5,MJ Nehl,iNaturalist,HUMAN_OBSERVATION,5153705824
40.946103,-124.170993,2025,5,Justin Garwood,iNaturalist,HUMAN_OBSERVATION,5153760875
38.647071,-123.217068,2025,5,rsuding,iNaturalist,HUMAN_OBSERVATION,5153783066
39.036337,-120.957222,2025,5,Brian Charles,iNaturalist,HUMAN_OBSERVATION,5154158140
37.055982,-121.558575,2025,5,Philip Georgakakos,iNaturalist,HUMAN_OBSERVATION,5154310171
41.699895,-123.971773,2025,5,krallen,iNaturalist,HUMAN_OBSERVATION,5154406348
41.395732,-123.361191,2025,5,Christian Schwarz,iNaturalist,HUMAN_OBSERVATION,5154504955
38.752211,-122.578842,2025,5,wonton_soup,iNaturalist,HUMAN_OBSERVATION,5154536537
38.781606,-123.093457,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5154732556
36.367444,-120.709084,2025,5,Mary Robinson,iNaturalist,HUMAN_OBSERVATION,5154817650
38.640403,-123.194086,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5154842514
38.666456,-123.057308,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5154874692
39.806189,-121.728161,2025,5,angelica-101,iNaturalist,HUMAN_OBSERVATION,5166786231
37.847456,-122.782318,2025,5,Rajan Rao,iNaturalist,HUMAN_OBSERVATION,5166874818
40.335375,-124.227954,2025,5,Madam Coyote,iNaturalist,HUMAN_OBSERVATION,5166926177
38.904482,-120.888015,2025,5,Noriko Ito,iNaturalist,HUMAN_OBSERVATION,5167069706
41.937971,-123.813429,2025,5,Emily Lin,iNaturalist,HUMAN_OBSERVATION,5167430458
38.359407,-122.462361,2025,5,Emma Rohleder,iNaturalist,HUMAN_OBSERVATION,5167452681
39.83245,-121.764826,2025,5,stinky-porcini,iNaturalist,HUMAN_OBSERVATION,5167524670
41.839502,-124.117447,2025,5,danielmhsu,iNaturalist,HUMAN_OBSERVATION,5167554105
36.352815,-120.612893,2025,5,Ryan Cayer,iNaturalist,HUMAN_OBSERVATION,5167635491
41.99569,-124.182412,2025,5,danielmhsu,iNaturalist,HUMAN_OBSERVATION,5167645960
41.911586,-123.85267,2025,5,Emily Lin,iNaturalist,HUMAN_OBSERVATION,5167662836
39.129571,-123.130718,2025,5,scrubjay1,iNaturalist,HUMAN_OBSERVATION,5167707383
38.553483,-122.359269,2025,5,athall,iNaturalist,HUMAN_OBSERVATION,5167710656
39.02291,-123.189915,2025,5,scrubjay1,iNaturalist,HUMAN_OBSERVATION,5167734538
41.751574,-124.002722,2025,5,florafungiandfauna,iNaturalist,HUMAN_OBSERVATION,5167968899
38.550057,-122.449948,2025,5,Eric Simons,iNaturalist,HUMAN_OBSERVATION,5168044110
39.178762,-123.238216,2025,5,Chia/Ma'ayan (they/them),iNaturalist,HUMAN_OBSERVATION,5168298252
41.667035,-124.06447,2025,5,Isaiah Nugent,iNaturalist,HUMAN_OBSERVATION,5168327133
38.510856,-122.348854,2025,5,Bryson Clifford,iNaturalist,HUMAN_OBSERVATION,5168357118
39.080667,-120.927685,2025,5,Jakob Schmitt,iNaturalist,HUMAN_OBSERVATION,5168395408
39.844237,-121.750537,2025,5,angelica-101,iNaturalist,HUMAN_OBSERVATION,5168428313
40.883322,-123.621799,2025,5,wildflowerwatching,iNaturalist,HUMAN_OBSERVATION,5168567277
39.030894,-120.822672,2025,5,edilyn,iNaturalist,HUMAN_OBSERVATION,5176370209
39.188703,-120.980627,2025,5,edilyn,iNaturalist,HUMAN_OBSERVATION,5176373252
37.97273,-122.655788,2025,5,Dan Osipov,iNaturalist,HUMAN_OBSERVATION,5176480942
40.507604,-123.824685,2025,5,columbiakatrina,iNaturalist,HUMAN_OBSERVATION,5176613437
39.077246,-120.976463,2025,5,annaheming,iNaturalist,HUMAN_OBSERVATION,5176633277
40.86754,-123.523073,2025,5,Emmery Parker,iNaturalist,HUMAN_OBSERVATION,5176720053
39.153811,-120.905235,2025,5,edilyn,iNaturalist,HUMAN_OBSERVATION,5176875139
37.422206,-121.897993,2025,5,Ronald Carlos Garay,iNaturalist,HUMAN_OBSERVATION,5176902724
38.123414,-122.636204,2025,5,Nancy Fox,iNaturalist,HUMAN_OBSERVATION,5176929392
41.793307,-124.026513,2025,5,Dean Lyons,iNaturalist,HUMAN_OBSERVATION,5176941057
36.38117,-120.610872,2025,5,Jasen Liu,iNaturalist,HUMAN_OBSERVATION,5176958942
41.922372,-123.93632,2025,5,wildlifeeve,iNaturalist,HUMAN_OBSERVATION,5177249326
41.722506,-124.103657,2025,5,Dean Lyons,iNaturalist,HUMAN_OBSERVATION,5177304126
40.271054,-124.296072,2025,5,Stephen Clifford,iNaturalist,HUMAN_OBSERVATION,5177306839
41.700508,-124.055707,2025,5,wildlifeeve,iNaturalist,HUMAN_OBSERVATION,5177327659
35.777231,-121.265881,2025,5,CRF,iNaturalist,HUMAN_OBSERVATION,5187713564
38.751269,-122.882823,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5205889511
38.730632,-122.909309,2025,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5206422533
39.016414,-120.890826,2025,5,haleylmorrison,iNaturalist,HUMAN_OBSERVATION,5215709676
37.994724,-122.661816,2025,5,ndunklin,iNaturalist,HUMAN_OBSERVATION,5216259179
40.186879,-124.03073,2025,5,Steven Clinton,iNaturalist,HUMAN_OBSERVATION,5216559217
40.222882,-124.288255,2025,5,Steven Clinton,iNaturalist,HUMAN_OBSERVATION,5217272192
40.212978,-124.357166,2025,5,Steven Clinton,iNaturalist,HUMAN_OBSERVATION,5217380154
38.07992,-122.766739,2025,5,Krissa Klein,iNaturalist,HUMAN_OBSERVATION,5230683549
39.061701,-120.82754,2025,5,edilyn,iNaturalist,HUMAN_OBSERVATION,5230982728
38.020272,-122.602867,2025,5,Krissa Klein,iNaturalist,HUMAN_OBSERVATION,5230992494
39.105731,-123.56142,2025,5,besenther,iNaturalist,HUMAN_OBSERVATION,5291899943
39.150721,-123.39988,2025,5,James Bailey,iNaturalist,HUMAN_OBSERVATION,5760215656
36.356647,-120.609583,2025,5,Todd Easterla,iNaturalist,HUMAN_OBSERVATION,5892359127
37.902206,-122.763974,2025,5,Sadiebird,iNaturalist,HUMAN_OBSERVATION,5938319942
39.367996,-123.325184,2025,5,scubasteverc77,iNaturalist,HUMAN_OBSERVATION,5938323765
39.176866,-123.207745,2025,6,Jamie,iNaturalist,HUMAN_OBSERVATION,5177110799
41.695077,-124.115337,2025,6,gh0stsquirrel,iNaturalist,HUMAN_OBSERVATION,5187536739
41.200861,-124.13799,2025,6,Josh Schutt,iNaturalist,HUMAN_OBSERVATION,5187869556
41.361608,-124.043894,2025,6,Josh Schutt,iNaturalist,HUMAN_OBSERVATION,5187877334
39.034861,-120.865056,2025,6,claudkodsuntie,iNaturalist,HUMAN_OBSERVATION,5187884660
41.781696,-124.194419,2025,6,gh0stsquirrel,iNaturalist,HUMAN_OBSERVATION,5187943482
39.631329,-122.692735,2025,6,Liam Huber,iNaturalist,HUMAN_OBSERVATION,5188111374
37.445803,-121.886436,2025,6,jhigbie,iNaturalist,HUMAN_OBSERVATION,5188204396
41.828798,-123.817178,2025,6,donhollander,iNaturalist,HUMAN_OBSERVATION,5188206848
37.812546,-122.727756,2025,6,dircasandderelicts,iNaturalist,HUMAN_OBSERVATION,5188350797
41.953235,-124.010169,2025,6,gh0stsquirrel,iNaturalist,HUMAN_OBSERVATION,5188443408
37.157125,-121.67612,2025,6,eeya,iNaturalist,HUMAN_OBSERVATION,5198333137
37.188614,-121.646193,2025,6,onyxrat,iNaturalist,HUMAN_OBSERVATION,5198344909
40.924354,-123.721158,2025,6,adamforsell,iNaturalist,HUMAN_OBSERVATION,5198353090
37.061285,-121.994958,2025,6,wyattherp,iNaturalist,HUMAN_OBSERVATION,5198394534
40.200727,-124.240011,2025,6,Zane Walker,iNaturalist,HUMAN_OBSERVATION,5198591158
37.000925,-121.800826,2025,6,wyattherp,iNaturalist,HUMAN_OBSERVATION,5198756505
37.552324,-121.812004,2025,6,pica_nuttalli,iNaturalist,HUMAN_OBSERVATION,5198859570
41.373948,-124.158368,2025,6,bobb_dobbs,iNaturalist,HUMAN_OBSERVATION,5198880710
39.691133,-123.787813,2025,6,Dom J.,iNaturalist,HUMAN_OBSERVATION,5198965353
37.147751,-121.674207,2025,6,edwardrooks,iNaturalist,HUMAN_OBSERVATION,5199033922
37.438101,-121.816762,2025,6,Ronald Carlos Garay,iNaturalist,HUMAN_OBSERVATION,5199083679
40.745816,-122.84755,2025,6,Jordan Collins,iNaturalist,HUMAN_OBSERVATION,5199091365
38.446607,-122.493094,2025,6,marimariposa,iNaturalist,HUMAN_OBSERVATION,5205817672
38.573171,-122.405025,2025,6,Leslie Huerta Gonzalez,iNaturalist,HUMAN_OBSERVATION,5206280998
39.914388,-121.727177,2025,6,Dawn Wan,iNaturalist,HUMAN_OBSERVATION,5206458562
37.570864,-121.997016,2025,6,Joe MDO,iNaturalist,HUMAN_OBSERVATION,5206638078
41.847993,-124.171983,2025,6,apebrains,iNaturalist,HUMAN_OBSERVATION,5206691545
40.459444,-123.964803,2025,6,Manna,iNaturalist,HUMAN_OBSERVATION,5206779750
40.351173,-123.86778,2025,6,Ciara McKim,iNaturalist,HUMAN_OBSERVATION,5215776658
40.242042,-123.514481,2025,6,jandrewsal,iNaturalist,HUMAN_OBSERVATION,5215824711
40.57074,-122.410027,2025,6,Aberdeen Spade,iNaturalist,HUMAN_OBSERVATION,5216038300
39.046892,-120.843546,2025,6,typicalbluedick,iNaturalist,HUMAN_OBSERVATION,5216418686
39.085027,-120.980581,2025,6,waxworms,iNaturalist,HUMAN_OBSERVATION,5216605754
41.288888,-124.028082,2025,6,Deborah,iNaturalist,HUMAN_OBSERVATION,5216897287
40.372295,-123.564097,2025,6,jandrewsal,iNaturalist,HUMAN_OBSERVATION,5216976641
37.160461,-121.781815,2025,6,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,5217031995
37.178415,-121.661022,2025,6,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,5217412049
39.198802,-120.912285,2025,6,waxworms,iNaturalist,HUMAN_OBSERVATION,5217485786
37.198676,-121.673159,2025,6,Phillip Samples,iNaturalist,HUMAN_OBSERVATION,5230640291
38.186966,-122.799933,2025,6,Krissa Klein,iNaturalist,HUMAN_OBSERVATION,5231249622
38.153855,-122.657791,2025,6,Krissa Klein,iNaturalist,HUMAN_OBSERVATION,5231619544
38.111036,-122.727887,2025,6,Krissa Klein,iNaturalist,HUMAN_OBSERVATION,5231794547
40.317649,-124.219279,2025,6,James Bailey,iNaturalist,HUMAN_OBSERVATION,5827481013
40.246925,-124.316066,2025,6,James Bailey,iNaturalist,HUMAN_OBSERVATION,5828036392
39.904459,-123.82773,2025,6,Steven Clinton,iNaturalist,HUMAN_OBSERVATION,5828612922
39.32796,-122.886608,2025,6,Andrew Gottscho,iNaturalist,HUMAN_OBSERVATION,5844042040
40.212269,-123.91529,2025,6,Ciara McKim,iNaturalist,HUMAN_OBSERVATION,5889285644
40.247013,-123.96385,2025,6,Ciara McKim,iNaturalist,HUMAN_OBSERVATION,5889609579
41.777758,-124.160597,2025,6,gh0stsquirrel,iNaturalist,HUMAN_OBSERVATION,5890330863
41.724222,-124.026231,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932326381
41.738679,-124.069229,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932389188
41.69926,-124.066607,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932405890
41.671782,-124.004842,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932502924
40.987805,-122.835833,2025,6,Matt Reala,iNaturalist,HUMAN_OBSERVATION,5932564404
41.729233,-124.005194,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932600485
41.749796,-124.030441,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932617442
41.760432,-124.141855,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932669487
41.71482,-124.080728,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932680121
41.728619,-124.109905,2025,6,Liam Hopkins,iNaturalist,HUMAN_OBSERVATION,5932769805
39.36077,-123.23604,2025,6,danferlito,iNaturalist,HUMAN_OBSERVATION,5935193943
39.852019,-123.606366,2025,6,Sheldon Schultz,iNaturalist,HUMAN_OBSERVATION,6159145197
40.998406,-123.961723,2025,7,Connor Poylio,iNaturalist,HUMAN_OBSERVATION,5215877527
37.446965,-121.953378,2025,7,yichen_g,iNaturalist,HUMAN_OBSERVATION,5216091376
38.927176,-122.98474,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216267982
38.847742,-122.850269,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216394895
37.419353,-121.761321,2025,7,thomasmonroemiller,iNaturalist,HUMAN_OBSERVATION,5216495151
41.071633,-123.896615,2025,7,Ivy,iNaturalist,HUMAN_OBSERVATION,5216495854
41.790615,-124.108662,2025,7,Josué González,iNaturalist,HUMAN_OBSERVATION,5216510152
37.08741,-121.791832,2025,7,eeya,iNaturalist,HUMAN_OBSERVATION,5216534337
38.633636,-122.90595,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216594155
38.930007,-122.846424,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216632883
38.899077,-122.951741,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216681939
38.919565,-122.83947,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216703975
38.925455,-122.909647,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5216768921
39.75516,-121.676185,2025,7,Jordan Collins,iNaturalist,HUMAN_OBSERVATION,5216774080
41.569685,-123.941915,2025,7,brock,iNaturalist,HUMAN_OBSERVATION,5216863420
41.087923,-123.861269,2025,7,Ivy,iNaturalist,HUMAN_OBSERVATION,5217108241
38.710853,-122.915931,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5217153058
38.888578,-122.845165,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5217200996
38.802468,-122.809244,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5217216943
38.617915,-122.991258,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5217220130
38.616252,-122.963412,2025,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,5217366166
41.398843,-123.586204,2025,7,gh0stsquirrel,iNaturalist,HUMAN_OBSERVATION,5217480555
41.033442,-123.859981,2025,7,Ivy,iNaturalist,HUMAN_OBSERVATION,5217480908
39.062876,-123.381855,2025,7,Jamie,iNaturalist,HUMAN_OBSERVATION,5230067674
39.993574,-121.065131,2025,7,cdillingham,iNaturalist,HUMAN_OBSERVATION,5230071371
38.903591,-122.994102,2025,7,joannavd,iNaturalist,HUMAN_OBSERVATION,5230074379
37.560935,-121.847073,2025,7,tinawolf,iNaturalist,HUMAN_OBSERVATION,5230087073
38.859654,-122.853879,2025,7,joannavd,iNaturalist,HUMAN_OBSERVATION,5230193534
36.350472,-120.739869,2025,7,Jon McCoy,iNaturalist,HUMAN_OBSERVATION,5230476483
36.217884,-120.743761,2025,7,Jon McCoy,iNaturalist,HUMAN_OBSERVATION,5230514416
37.01154,-121.620544,2025,7,eeya,iNaturalist,HUMAN_OBSERVATION,5230591519
41.687682,-124.164137,2025,7,Oleander Morrill,iNaturalist,HUMAN_OBSERVATION,5230704484
39.868412,-123.761444,2025,7,Taye Bright,iNaturalist,HUMAN_OBSERVATION,5230725671
37.204227,-121.683461,2025,7,Brynne Stevens,iNaturalist,HUMAN_OBSERVATION,5230743490
41.708423,-124.193089,2025,7,Nicole Miller,iNaturalist,HUMAN_OBSERVATION,5230789185
